"filename", "language", "SCSS", "TypeScript", "HTML", "comment", "blank", "total"
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/register3/register3.page.html", "HTML", 0, 0, 51, 11, 4, 66
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/register3/register3.page.scss", "SCSS", 167, 0, 0, 11, 10, 188
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/register3/register3.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/register3/register3.page.ts", "TypeScript", 0, 96, 0, 4, 25, 125
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete.page.html", "HTML", 0, 0, 31, 0, 4, 35
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete.page.scss", "SCSS", 137, 0, 0, 6, 5, 148
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/registercomplete/registercomplete.page.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails.page.html", "HTML", 0, 0, 19, 0, 5, 24
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails.page.scss", "SCSS", 109, 0, 0, 0, 5, 114
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routedetails/routedetails.page.ts", "TypeScript", 0, 52, 0, 4, 14, 70
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory.page.html", "HTML", 0, 0, 102, 8, 21, 131
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory.page.scss", "SCSS", 370, 0, 0, 3, 9, 382
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routehistory/routehistory.page.ts", "TypeScript", 0, 219, 0, 15, 29, 263
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist.module.ts", "TypeScript", 0, 23, 0, 0, 7, 30
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist.page.html", "HTML", 0, 0, 110, 186, 17, 313
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist.page.scss", "SCSS", 370, 0, 0, 11, 12, 393
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routelist/routelist.page.ts", "TypeScript", 0, 191, 0, 233, 74, 498
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers.page.html", "HTML", 0, 0, 99, 36, 20, 155
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers.page.scss", "SCSS", 252, 0, 0, 0, 10, 262
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routepassengers/routepassengers.page.ts", "TypeScript", 0, 147, 0, 1, 13, 161
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted.page.html", "HTML", 0, 0, 103, 120, 17, 240
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted.page.scss", "SCSS", 273, 0, 0, 3, 10, 286
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/routestarted/routestarted.page.ts", "TypeScript", 0, 154, 0, 0, 14, 168
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/data-resolver.service.spec.ts", "TypeScript", 0, 12, 0, 0, 5, 17
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/data-resolver.service.ts", "TypeScript", 0, 13, 0, 0, 5, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/data.service.spec.ts", "TypeScript", 0, 12, 0, 0, 5, 17
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/data.service.ts", "TypeScript", 0, 14, 0, 0, 10, 24
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/language.service.spec.ts", "TypeScript", 0, 12, 0, 0, 5, 17
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/language.service.ts", "TypeScript", 0, 35, 0, 0, 5, 40
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.html", "HTML", 0, 0, 107, 0, 15, 122
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.scss", "SCSS", 219, 0, 0, 36, 7, 262
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.ts", "TypeScript", 0, 50, 0, 0, 4, 54
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.html", "HTML", 0, 0, 8, 0, 4, 12
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.ts", "TypeScript", 0, 15, 0, 0, 5, 20
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.html", "HTML", 0, 0, 112, 114, 33, 259
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.scss", "SCSS", 397, 0, 0, 42, 11, 450
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.ts", "TypeScript", 0, 191, 0, 13, 32, 236
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.html", "HTML", 0, 0, 117, 114, 35, 266
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.scss", "SCSS", 397, 0, 0, 42, 11, 450
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.ts", "TypeScript", 0, 187, 0, 26, 30, 243
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.html", "HTML", 0, 0, 7, 0, 3, 10
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.html", "HTML", 0, 0, 117, 2, 23, 142
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.scss", "SCSS", 315, 0, 0, 0, 15, 330
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.ts", "TypeScript", 0, 217, 0, 2, 29, 248
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.html", "HTML", 0, 0, 4, 0, 1, 5
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.scss", "SCSS", 11, 0, 0, 0, 0, 11
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.html", "HTML", 0, 0, 7, 0, 3, 10
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"Total", "-", 4273, 4443, 1534, 1291, 1459, 13000